TaskID,ParentStoryID,EpicID,Priority,Phase,TaskCategory,Title,CurrentStatus,RecommendedStatus,EvidenceLevel,Evidence,RemainingCondition
US-080-T02,US-080,E09,P0,Phase 5 — Release evidence,Performance,Instrument client and server timings,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-080-T03,US-080,E09,P0,Phase 5 — Release evidence,Testing,Build automated performance suite,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-080-T04,US-080,E09,P0,Phase 5 — Release evidence,Performance,"Tune query, render and cache bottlenecks",Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-080-T05,US-080,E09,P0,Phase 5 — Release evidence,Deployment,Publish performance limits and monitoring thresholds,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-081-T01,US-081,E09,P0,Phase 5 — Release evidence,UX,Create accessibility interaction specification,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-081-T02,US-081,E09,P0,Phase 5 — Release evidence,Technical,Implement semantic/focus foundations,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-081-T03,US-081,E09,P0,Phase 5 — Release evidence,UX,Provide non-colour status representation,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-081-T04,US-081,E09,P0,Phase 5 — Release evidence,Testing,Run automated accessibility checks,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-081-T05,US-081,E09,P0,Phase 5 — Release evidence,Testing,Run manual assistive-technology scenarios,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-081-T06,US-081,E09,P0,Phase 5 — Release evidence,Deployment,Register solution component and release evidence,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-082-T01,US-082,E09,P1,Phase 5 — Release evidence,Deployment,Define release/upgrade rehearsal plan,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-082-T02,US-082,E09,P1,Phase 5 — Release evidence,Testing,Execute upgrade and rollback rehearsals,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-082-T03,US-082,E09,P1,Phase 5 — Release evidence,Documentation,Create operational support runbook,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-082-T04,US-082,E09,P1,Phase 5 — Release evidence,Observability,Set release gates and health checks,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-082-T05,US-082,E09,P1,Phase 5 — Release evidence,Deployment,Produce release notes and customer guidance,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-090-T01,US-090,E10,Later,Deferred — Design gate,Discovery,Retain as deferred V1 item,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-090-T02,US-090,E10,Later,Deferred — Design gate,Architecture,Create future graph-mutation design gate,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-090-T03,US-090,E10,Later,Deferred — Design gate,Testing,Define future regression charter,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-091-T01,US-091,E10,Later,Deferred — Design gate,Discovery,Retain offline/mobile as deferred V1 item,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-091-T02,US-091,E10,Later,Deferred — Design gate,Architecture,Create mobile/offline feasibility design,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-091-T03,US-091,E10,Later,Deferred — Design gate,Testing,Define field-sync test charter,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-092-T01,US-092,E10,Later,Deferred — Design gate,Discovery,Retain connectors as deferred V1 item,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-092-T02,US-092,E10,Later,Deferred — Design gate,Architecture,Define outbox and delivery contract,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-092-T03,US-092,E10,Later,Deferred — Design gate,Testing,Define connector reliability suite,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-093-T01,US-093,E10,Later,Deferred — Design gate,Discovery,Retain adapters as deferred V1 item,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-093-T02,US-093,E10,Later,Deferred — Design gate,Architecture,Assess licensed adapter contracts,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
US-093-T03,US-093,E10,Later,Deferred — Design gate,Testing,Define interoperability regression charter,Not Started,Not Started,No direct dbmodel evidence,The current database model does not directly complete or materially start this task.,"Requires runtime code, UX work, tests, ALM evidence, documentation, commercial work, or a missing schema decision outside the current dbmodel evidence."
